NSKV;X;Y;UWI;UWI_WELL_BORE;SKV_NGT;KUST;SIMVOL;STATUS_DATE;EKSPLDATE;INJDATE;BEGDATE;LSTDATE;EKSPLINE;BLOCK1;BLOCK2;COEFF_DISTR;PLAST;OBJ;PLASTGLUB;FOND;NAZNACH;SOST;SPOSOB;PEREV;PLAST1;PLAST2;PLAST3;PLAST4;PLAST5;PLASTALL;VDEBLIQ;VPROCOBV;DEBLIQ;MPROCOBV;DEBOIL;DEBGAS;DEBWAT;PRIEM;WRDAY;SUMDEBLIQ;SUMDEBOIL;SUMDEBGAS;SUMDEBWAT;SUMPRIEM;SUMWRDAY;ACCLIQ;ACCOIL;ACCGAS;ACCWAT;WATINJ;SUMACCLIQ;SUMACCOIL;SUMACCGAS;SUMACCWAT;SUMWATINJ;SUMLSTDATE;ABSPLASTGLUB;MIN_TOP_PERF;ABS_MIN_TOP_PERF;INKL_LAST_UPDATE;ELEVATION;PRIEMGAS;SUMPRIEMGAS;GASINJ;SUMGASINJ;DEBCOND;SUMDEBCOND;ACCCOND;SUMACCCOND;DEBLIQCOND;MPROCOBVCOND;DEBOILCOND;SUMDEBLIQCOND;SUMDEBOILCOND;ACCLIQCOND;ACCOILCOND;SUMACCLIQCOND;SUMACCOILCOND;DEBNGAS;SUMDEBNGAS;ACCNGAS;SUMACCNGAS;LINK;LINK_ELAR
52_T3;491494.1113;6986388.862;084_52G;084_52G;52;1;33;01.10.2023;15.04.2019 0:00;;;;;;;;ÁÑ12/1;ÁÑ12/1;4377.0;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2549.39;;;08.04.2019 12:06;127.4;;0.0;;0.0;;0.0;;0.0;;;;32.34;17.5;;;79113.657;56936.474;;1.4;;5980.883;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_52G&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_52G&field_name=ÎÒÄÅËÜÍÎÅ
7_T3;489807.0868;6985311.018;084_7G3;084_7G3;7;1;33;01.10.2023;16.02.2020 0:00;;;;;;;;ÁÑ12/1;ÁÑ12/1;3648.1;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2537.75;;;27.05.2019 9:55;125.7;;0.0;;0.0;;0.0;;0.0;;;;40.77;20.74;;;63002.578;21951.101;;1.66;;2294.264;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_7G3&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_7G3&field_name=ÎÒÄÅËÜÍÎÅ
9_T3;490357.5528;6985942.294;084_9G2;084_9G2;9;1;33;01.10.2023;05.04.2018 0:00;;;;;;;;ÁÑ12/1;ÁÑ12/1;4108.0;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2542.24;;;30.03.2018 11:17;125.7;;0.0;;0.0;;0.0;;0.0;;;;70.96;41.41;;;155089.199;120011.747;;3.32;;11715.756;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_9G2&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_9G2&field_name=ÎÒÄÅËÜÍÎÅ
21_T3;492946.7;6977550.04;084_21G2;084_21G2;21;2;33;01.10.2023;04.10.2017 0:00;;;;;;;;ÁÑ12/1;ÁÑ12/1;4032.41;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2562.09;;;27.09.2017 10:39;122.4;;0.0;;0.0;;0.0;;0.0;;;;215.17;33.19;;;480331.883;296049.644;;4.2;;40642.096;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_21G2&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_21G2&field_name=ÎÒÄÅËÜÍÎÅ
30_T3;491589.5511;6979662.177;084_30G2;084_30G2;30;2;33;01.10.2023;02.07.2018 0:00;;;;;;;;ÁÑ12/1;ÁÑ12/1;3780.0;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2564.55;;;25.06.2018 11:20;122.4;;0.0;;0.0;;0.0;;0.0;;;;331.27;10.08;;;410489.181;125056.181;;0.36;;6340.687;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_30G2&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_30G2&field_name=ÎÒÄÅËÜÍÎÅ
40_T3;490284.3766;6977445.052;084_40G;084_40G;40;2;33;01.10.2023;12.12.2022 0:00;;;;;;;;ÁÑ12/1;ÁÑ12/1;5000.0;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2559.59;;;14.12.2022 16:44;128.3;;0.0;;0.0;;0.0;;0.0;;;;91.84;34.49;;;27604.437;22610.238;;2.76;;1924.156;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_40G&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_40G&field_name=ÎÒÄÅËÜÍÎÅ
25_T3;489904.5864;6978664.502;084_25G;084_25G;25;2;33;01.10.2023;29.08.2019 0:00;21.07.2019 0:00;;;;;;0.0;ÁÑ12/1;ÁÑ12/1;4131.0;ÂÎÄÎÇÀÁÎÐÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;íà âûøåëåæàù.;;;;;;ÁÑ12/1 ÏÊ1;;;;;;;;;;;;;;;;;;;;;;;;;;;2579.09;;;26.04.2019 15:00;122.4;;0.0;;0.0;;0.0;;0.0;;;;0.0;0.0;;;32988.704;8264.803;;0.0;;559.39;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_25G&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_25G&field_name=ÎÒÄÅËÜÍÎÅ
25;490115.5364;6978839.022;084_25G;084_25G;25;2;117;01.10.2023;29.08.2019 0:00;21.07.2019 0:00;01.12.2017 0:00;01.08.2020 0:00;;;;0.0;ÁÑ12/1;ÁÑ12/1;3857.0;ÂÎÄÎÇÀÁÎÐÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;íà âûøåëåæàù.;ÏÊ1;;;;;ÁÑ12/1 ÏÊ1;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;30.0;32988.704;8264.803;0.0;24723.901;41870.0;32988.704;8264.803;0.0;24723.901;41870.0;01.09.2023 0:00;2572.13;3881.88;2573.5;26.04.2019 15:00;122.4;;0.0;0.0;0.0;;0.0;0.0;0.0;;;;0.0;0.0;32988.704;8264.803;32988.704;8264.803;;0.0;559.39;559.39;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_25G&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_25G&field_name=ÎÒÄÅËÜÍÎÅ
35_T3;491200.6465;6976823.883;084_35G;084_35G;35;2;33;01.10.2023;25.07.2022 0:00;;;;;;;;ÁÑ12/1;ÁÑ12/1;4759.0;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2558.52;;;13.07.2022 14:23;128.3;;0.0;;0.0;;0.0;;0.0;;;;141.99;84.91;;;52905.128;38165.259;;6.8;;3386.611;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_35G&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_35G&field_name=ÎÒÄÅËÜÍÎÅ
54_T3;492033.8493;6982897.047;084_54G;084_54G;54;1;33;01.10.2023;03.07.2019 0:00;;;;;;;;ÁÑ12/1;ÁÑ12/1;3820.0;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2557.88;;;28.06.2019 14:02;127.4;;0.0;;0.0;;0.0;;0.0;;;;13.53;8.27;;;83537.314;70628.968;;0.66;;7477.098;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_54G&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_54G&field_name=ÎÒÄÅËÜÍÎÅ
60;490354.4175;6986269.348;084_60G;084_60G;60;1;102;01.10.2023;23.07.2022 0:00;22.01.2023 0:00;01.07.2022 0:00;01.09.2023 0:00;;Îòñóòñòâóåò;Îòñóòñòâóåò;1.0;ÁÑ12/1;ÁÑ12/1;3547.3;ÍÀÃÍÅÒÀÒÅËÜÍÀß;Íåôòÿíûå;Â ðàáîòå;Íàãíåòàòåëüíûé;ðàáîòàåò;;;;;;ÁÑ12/1;0.0;100.0;0.0;100.0;0.0;0.0;0.0;161.88;24.0;0.0;0.0;0.0;0.0;161.88;24.0;12694.404;308.376;0.0;12386.028;34081.0;12694.404;308.376;0.0;12386.028;34081.0;01.09.2023 0:00;2537.42;3630.83;2539.08;24.06.2022 12:18;126.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;12694.404;308.376;12694.404;308.376;0.0;0.0;29.197;29.197;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_60G&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_60G&field_name=ÎÒÄÅËÜÍÎÅ
58;490886.1119;6983245.354;084_58G2;084_58G2;58;1;84;01.10.2023;25.04.2022 0:00;;01.04.2022 0:00;01.09.2023 0:00;;;;1.0;ÁÑ12/1;ÁÑ12/1;3268.0;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;128.36;68.8;123.24;72.4;34.02;0.0;89.23;0.0;30.0;123.24;34.02;0.0;89.23;0.0;30.0;58871.373;32090.927;0.0;26780.446;0.0;58871.373;32090.927;0.0;26780.446;0.0;01.09.2023 0:00;2551.34;3302.76;2553.34;21.04.2022 12:05;126.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;123.24;72.4;34.02;123.24;34.02;58871.373;32090.927;58871.373;32090.927;2.72;2.72;2898.367;2898.367;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_58G2&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_58G2&field_name=ÎÒÄÅËÜÍÎÅ
61;491302.7701;6983254.046;084_61G;084_61G;61;1;84;01.10.2023;18.08.2022 0:00;;01.08.2022 0:00;01.09.2023 0:00;;Îòñóòñòâóåò;Îòñóòñòâóåò;1.0;ÁÑ12/1;ÁÑ12/1;3363.2;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;50.07;16.1;43.85;18.6;35.69;0.0;8.16;0.0;30.0;43.85;35.69;0.0;8.16;0.0;30.0;14424.417;11890.317;0.0;2534.1;0.0;14424.417;11890.317;0.0;2534.1;0.0;01.09.2023 0:00;2554.36;3412.68;2556.32;26.07.2022 11:31;126.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.85;18.6;35.69;43.85;35.69;14424.417;11890.317;14424.417;11890.317;2.86;2.86;1045.349;1045.349;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_61G&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_61G&field_name=ÎÒÄÅËÜÍÎÅ
26;491249.9904;6979765.581;084_26G2;084_26G2;26;2;84;01.10.2023;05.03.2018 0:00;;01.03.2018 0:00;01.09.2023 0:00;;;;1.0;ÁÑ12/1;ÁÑ12/1;3208.0;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;321.59;88.5;318.91;90.2;31.32;0.0;287.59;0.0;30.0;318.91;31.32;0.0;287.59;0.0;30.0;506992.892;230981.737;0.0;276011.155;0.0;506992.892;230981.737;0.0;276011.155;0.0;01.09.2023 0:00;2557.16;3208.89;2557.22;19.03.2018 10:13;122.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;318.91;90.2;31.32;318.91;31.32;506992.892;230981.737;506992.892;230981.737;2.51;2.51;21778.96;21778.96;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_26G2&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_26G2&field_name=ÎÒÄÅËÜÍÎÅ
34;492562.2831;6977589.062;084_34G;084_34G;34;2;84;01.10.2023;26.06.2022 0:00;;01.06.2022 0:00;01.09.2023 0:00;;Îòñóòñòâóåò;Îòñóòñòâóåò;1.0;ÁÑ12/1;ÁÑ12/1;3858.0;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;130.2;38.1;118.61;42.3;68.5;0.0;50.11;0.0;30.0;118.61;68.5;0.0;50.11;0.0;30.0;54791.777;36951.758;0.0;17840.019;0.0;54791.777;36951.758;0.0;17840.019;0.0;01.09.2023 0:00;2556.02;3824.5;2555.26;24.06.2022 12:18;128.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.61;42.2;68.5;118.61;68.5;54791.777;36951.758;54791.777;36951.758;5.48;5.48;3396.102;3396.102;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_34G&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_34G&field_name=ÎÒÄÅËÜÍÎÅ
53;492774.5409;6985226.314;084_53G;084_53G;53;1;84;01.10.2023;29.05.2019 0:00;;01.05.2019 0:00;01.09.2023 0:00;;Îòñóòñòâóåò;Îòñóòñòâóåò;1.0;ÁÑ12/1;ÁÑ12/1;3659.7;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;12.0;27.4;10.73;30.9;7.41;0.0;3.32;0.0;30.0;10.73;7.41;0.0;3.32;0.0;30.0;26904.864;23188.837;0.0;3716.027;0.0;26904.864;23188.837;0.0;3716.027;0.0;01.09.2023 0:00;2554.84;3712.0;2557.66;30.05.2019 9:11;127.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.73;30.9;7.41;10.73;7.41;26904.864;23188.837;26904.864;23188.837;0.59;0.59;2414.754;2414.754;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_53G&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_53G&field_name=ÎÒÄÅËÜÍÎÅ
10;492715.6898;6984503.26;084_10G2;084_10G2;10;1;84;01.10.2023;09.05.2018 0:00;;01.05.2018 0:00;01.09.2023 0:00;;;;1.0;ÁÑ12/1;ÁÑ12/1;3408.3;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;16.82;27.5;15.04;31.1;10.36;0.0;4.67;0.0;30.0;15.04;10.36;0.0;4.67;0.0;30.0;49355.111;37982.224;0.0;11372.887;0.0;49355.111;37982.224;0.0;11372.887;0.0;01.09.2023 0:00;2551.42;3449.0;2553.68;03.05.2018 15:45;125.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.04;31.1;10.36;15.04;10.36;49355.111;37982.224;49355.111;37982.224;0.83;0.83;3609.087;3609.087;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_10G2&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_10G2&field_name=ÎÒÄÅËÜÍÎÅ
40;490534.0784;6978124.244;084_40G;084_40G;40;2;84;01.10.2023;12.12.2022 0:00;;01.12.2022 0:00;01.09.2023 0:00;;Îòñóòñòâóåò;Îòñóòñòâóåò;1.0;ÁÑ12/1;ÁÑ12/1;4276.2;ÍÅÔÒßÍÀß;Íåôòÿíûå;Â ðàáîòå;ýöí;ðàáîòàåò;;;;;;ÁÑ12/1;97.36;58.3;91.84;62.4;34.49;0.0;57.34;0.0;30.0;91.84;34.49;0.0;57.34;0.0;30.0;27604.437;22610.238;0.0;4994.199;0.0;27604.437;22610.238;0.0;4994.199;0.0;01.09.2023 0:00;2555.03;4286.3;2555.56;14.12.2022 16:44;128.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.84;62.4;34.49;91.84;34.49;27604.437;22610.238;27604.437;22610.238;2.76;2.76;1924.156;1924.156;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_40G&field_name=ÎÒÄÅËÜÍÎÅ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_40G&field_name=ÎÒÄÅËÜÍÎÅ
